,Valor_Numerico,ID_Municipio,Nombre_Municipio,ID_Indicador,Nombre_Indicador,Hombres,Mujeres,Porcentaje de población con ingreso inferior a la línea de pobreza por ingresos,Porcentaje de población con ingreso inferior a la línea de pobreza extrema por ingresos,Porcentaje de personas de 15 años y más alfabetas,Grado promedio de escolaridad de la población de 15 y más años,Porcentaje de personas con rezago educativo,Promedio de alumnos inscritos por escuela de nivel preescolar,Promedio de alumnos inscritos por escuela de nivel primaria,Promedio de alumnos inscritos por escuela de nivel secundaria,Promedio de alumnos atendidos por grupo de nivel preescolar,Promedio de alumnos atendidos por grupo de nivel primaria,Promedio de alumnos atendidos por grupo de nivel secundaria,Promedio de alumnos atendidos por un maestro en el nivel preescolar,Promedio de alumnos atendidos por un maestro en el nivel primaria,Promedio de alumnos atendidos por un maestro en el nivel secundaria,Porcentaje de población en situación de pobreza,Porcentaje de población en situación de pobreza extrema,Porcentaje de población en situación de pobreza moderada,Porcentaje de población vulnerable por carencias sociales,Porcentaje de población vulnerable por ingresos,Porcentaje de población no pobre y no vulnerable,Porcentaje de población con carencia por acceso a los servicios de salud,Porcentaje de población con carencia por acceso a la seguridad social,Porcentaje de población con carencia por calidad y espacios de la vivienda,Porcentaje de población con carencia por acceso a los servicios básicos en la vivienda,Porcentaje de población con carencia por acceso a la alimentación,Porcentaje de población con al menos una carencia social,Porcentaje de población con tres o más carencias sociales
Población total,72894.0,1,ID_1,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,37755.0,1,ID_1,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,35139.0,1,ID_1,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9170.0,2,ID_2,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4584.0,2,ID_2,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4586.0,2,ID_2,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,37955.0,3,ID_3,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,20119.0,3,ID_3,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,17836.0,3,ID_3,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,63743.0,4,ID_4,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,32820.0,4,ID_4,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,30923.0,4,ID_4,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3070.0,5,ID_5,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1624.0,5,ID_5,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1446.0,5,ID_5,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,14542.0,6,ID_6,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7690.0,6,ID_6,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6852.0,6,ID_6,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3162.0,7,ID_7,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1605.0,7,ID_7,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1557.0,7,ID_7,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,11439.0,8,ID_8,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5890.0,8,ID_8,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5549.0,8,ID_8,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2207.0,9,ID_9,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1154.0,9,ID_9,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1053.0,9,ID_9,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,74768.0,10,ID_10,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,38577.0,10,ID_10,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,36191.0,10,ID_10,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1885.0,11,ID_11,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,999.0,11,ID_11,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,886.0,11,ID_11,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6591.0,12,ID_12,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3491.0,12,ID_12,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3100.0,12,ID_12,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,22629.0,13,ID_13,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,11740.0,13,ID_13,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,10889.0,13,ID_13,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,4812.0,14,ID_14,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2542.0,14,ID_14,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2270.0,14,ID_14,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,125876.0,15,ID_15,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,64397.0,15,ID_15,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,61479.0,15,ID_15,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9021.0,16,ID_16,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4513.0,16,ID_16,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4508.0,16,ID_16,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,29742.0,17,ID_17,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,15463.0,17,ID_17,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,14279.0,17,ID_17,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3859.0,18,ID_18,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2018.0,18,ID_18,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1841.0,18,ID_18,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,141793.0,19,ID_19,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,74931.0,19,ID_19,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,66862.0,19,ID_19,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,7704.0,20,ID_20,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3944.0,20,ID_20,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3760.0,20,ID_20,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1512.0,21,ID_21,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,783.0,21,ID_21,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,729.0,21,ID_21,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,12857.0,22,ID_22,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6832.0,22,ID_22,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6025.0,22,ID_22,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9051.0,23,ID_23,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4630.0,23,ID_23,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4421.0,23,ID_23,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,976.0,24,ID_24,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,510.0,24,ID_24,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,466.0,24,ID_24,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,8208.0,25,ID_25,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4240.0,25,ID_25,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3968.0,25,ID_25,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,15271.0,26,ID_26,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7934.0,26,ID_26,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,7337.0,26,ID_26,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,4128.0,27,ID_27,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2205.0,27,ID_27,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1923.0,27,ID_27,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2758.0,28,ID_28,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1391.0,28,ID_28,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1367.0,28,ID_28,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3811.0,29,ID_29,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1995.0,29,ID_29,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1816.0,29,ID_29,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,772.0,30,ID_30,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,400.0,30,ID_30,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,372.0,30,ID_30,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2820.0,31,ID_31,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1457.0,31,ID_31,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1363.0,31,ID_31,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1382.0,32,ID_32,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,663.0,32,ID_32,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,719.0,32,ID_32,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,5403.0,33,ID_33,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2854.0,33,ID_33,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2549.0,33,ID_33,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,46836.0,34,ID_34,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,23852.0,34,ID_34,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,22984.0,34,ID_34,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,20653.0,35,ID_35,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,10878.0,35,ID_35,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,9775.0,35,ID_35,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,14806.0,36,ID_36,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7863.0,36,ID_36,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6943.0,36,ID_36,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2334.0,37,ID_37,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1235.0,37,ID_37,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1099.0,37,ID_37,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,10542.0,38,ID_38,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5346.0,38,ID_38,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,5196.0,38,ID_38,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9837.0,39,ID_39,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,5178.0,39,ID_39,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4659.0,39,ID_39,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,12340.0,40,ID_40,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6236.0,40,ID_40,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6104.0,40,ID_40,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,137435.0,41,ID_41,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,70485.0,41,ID_41,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,66950.0,41,ID_41,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,3315.0,42,ID_42,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1686.0,42,ID_42,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1629.0,42,ID_42,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,49864.0,43,ID_43,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,25715.0,43,ID_43,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,24149.0,43,ID_43,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,17139.0,44,ID_44,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8913.0,44,ID_44,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8226.0,44,ID_44,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,47410.0,45,ID_45,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,24622.0,45,ID_45,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,22788.0,45,ID_45,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,8193.0,46,ID_46,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4256.0,46,ID_46,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3937.0,46,ID_46,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,21699.0,47,ID_47,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,11027.0,47,ID_47,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,10672.0,47,ID_47,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,22039.0,48,ID_48,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,11543.0,48,ID_48,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,10496.0,48,ID_48,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,17382.0,49,ID_49,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8918.0,49,ID_49,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8464.0,49,ID_49,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,26928.0,50,ID_50,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,13625.0,50,ID_50,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,13303.0,50,ID_50,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,37030.0,51,ID_51,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,19041.0,51,ID_51,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,17989.0,51,ID_51,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1215.0,52,ID_52,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,679.0,52,ID_52,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,536.0,52,ID_52,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,66464.0,53,ID_53,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,34302.0,53,ID_53,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,32162.0,53,ID_53,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,35223.0,54,ID_54,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,18291.0,54,ID_54,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,16932.0,54,ID_54,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,5082.0,55,ID_55,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2664.0,55,ID_55,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2418.0,55,ID_55,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,1317.0,56,ID_56,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,682.0,56,ID_56,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,635.0,56,ID_56,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6687.0,57,ID_57,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3482.0,57,ID_57,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3205.0,57,ID_57,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,21002.0,58,ID_58,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,10595.0,58,ID_58,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,10407.0,58,ID_58,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,2846.0,59,ID_59,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,1464.0,59,ID_59,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,1382.0,59,ID_59,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,7982.0,60,ID_60,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4150.0,60,ID_60,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3832.0,60,ID_60,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,14461.0,61,ID_61,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7391.0,61,ID_61,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,7070.0,61,ID_61,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,4943.0,62,ID_62,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,2522.0,62,ID_62,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2421.0,62,ID_62,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,14766.0,63,ID_63,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7675.0,63,ID_63,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,7091.0,63,ID_63,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,17824.0,64,ID_64,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8957.0,64,ID_64,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8867.0,64,ID_64,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,22694.0,65,ID_65,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,11712.0,65,ID_65,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,10982.0,65,ID_65,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6451.0,66,ID_66,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3438.0,66,ID_66,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3013.0,66,ID_66,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,18784.0,67,ID_67,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,9575.0,67,ID_67,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,9209.0,67,ID_67,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,7011.0,68,ID_68,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3633.0,68,ID_68,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,3378.0,68,ID_68,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,29233.0,69,ID_69,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,15433.0,69,ID_69,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,13800.0,69,ID_69,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,6111.0,70,ID_70,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3327.0,70,ID_70,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2784.0,70,ID_70,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,103946.0,71,ID_71,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,55128.0,71,ID_71,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,48818.0,71,ID_71,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,17082.0,72,ID_72,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,8709.0,72,ID_72,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8373.0,72,ID_72,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,9760.0,73,ID_73,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,4968.0,73,ID_73,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,4792.0,73,ID_73,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,90794.0,74,ID_74,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,46719.0,74,ID_74,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,44075.0,74,ID_74,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,13080.0,75,ID_75,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,6821.0,75,ID_75,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,6259.0,75,ID_75,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,27600.0,76,ID_76,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,14003.0,76,ID_76,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,13597.0,76,ID_76,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,5951.0,77,ID_77,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,3027.0,77,ID_77,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,2924.0,77,ID_77,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población total,15928.0,78,ID_78,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población mujeres,7836.0,78,ID_78,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población hombres,8092.0,78,ID_78,1,Población total según sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
