,Valor_Numerico,ID_Municipio,Nombre_Municipio,ID_Indicador,Nombre_Indicador,Hombres,Mujeres,Porcentaje de población con ingreso inferior a la línea de pobreza por ingresos,Porcentaje de población con ingreso inferior a la línea de pobreza extrema por ingresos,Porcentaje de personas de 15 años y más alfabetas,Grado promedio de escolaridad de la población de 15 y más años,Porcentaje de personas con rezago educativo,Promedio de alumnos inscritos por escuela de nivel preescolar,Promedio de alumnos inscritos por escuela de nivel primaria,Promedio de alumnos inscritos por escuela de nivel secundaria,Promedio de alumnos atendidos por grupo de nivel preescolar,Promedio de alumnos atendidos por grupo de nivel primaria,Promedio de alumnos atendidos por grupo de nivel secundaria,Promedio de alumnos atendidos por un maestro en el nivel preescolar,Promedio de alumnos atendidos por un maestro en el nivel primaria,Promedio de alumnos atendidos por un maestro en el nivel secundaria,Porcentaje de población en situación de pobreza,Porcentaje de población en situación de pobreza extrema,Porcentaje de población en situación de pobreza moderada,Porcentaje de población vulnerable por carencias sociales,Porcentaje de población vulnerable por ingresos,Porcentaje de población no pobre y no vulnerable,Porcentaje de población con carencia por acceso a los servicios de salud,Porcentaje de población con carencia por acceso a la seguridad social,Porcentaje de población con carencia por calidad y espacios de la vivienda,Porcentaje de población con carencia por acceso a los servicios básicos en la vivienda,Porcentaje de población con carencia por acceso a la alimentación,Porcentaje de población con al menos una carencia social,Porcentaje de población con tres o más carencias sociales
2020,,76,ID_76,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5524,
2010,,77,ID_77,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.551,
2015,,77,ID_77,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4063,
2020,,77,ID_77,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1849,
2010,,78,ID_78,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2067,
2015,,78,ID_78,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5177,
2020,,78,ID_78,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7229,
2010,,79,ID_79,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5348,
2015,,79,ID_79,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0066,
2020,,79,ID_79,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3925,
2010,,80,ID_80,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1845,
2015,,80,ID_80,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1749,
2020,,80,ID_80,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.414,
2010,,81,ID_81,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4942,
2015,,81,ID_81,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1104,
2020,,81,ID_81,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1272,
2010,,82,ID_82,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1406,
2015,,82,ID_82,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1552,
2020,,82,ID_82,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.186,
2010,,83,ID_83,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3655,
2015,,83,ID_83,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3492,
2020,,83,ID_83,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8245,
2010,,84,ID_84,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1178,
2015,,84,ID_84,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8347,
2020,,84,ID_84,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5781,
2010,,85,ID_85,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4081,
2015,,85,ID_85,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9715,
2020,,85,ID_85,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2432,
2010,,86,ID_86,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8284,
2015,,86,ID_86,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9583,
2020,,86,ID_86,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5816,
2010,,87,ID_87,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2593,
2015,,87,ID_87,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8967,
2020,,87,ID_87,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3449,
2010,,88,ID_88,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0971,
2015,,88,ID_88,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4629,
2020,,88,ID_88,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7666,
2010,,89,ID_89,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8926,
2015,,89,ID_89,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6068,
2020,,89,ID_89,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.994,
2010,,90,ID_90,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4289,
2015,,90,ID_90,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4452,
2020,,90,ID_90,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2102,
2010,,91,ID_91,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8274,
2015,,91,ID_91,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.503,
2020,,91,ID_91,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2142,
2010,,92,ID_92,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5886,
2015,,92,ID_92,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3328,
2020,,92,ID_92,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1378,
2010,,93,ID_93,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0326,
2015,,93,ID_93,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5335,
2020,,93,ID_93,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4873,
2010,,94,ID_94,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0015,
2015,,94,ID_94,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7128,
2020,,94,ID_94,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9554,
2010,,95,ID_95,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,
2015,,95,ID_95,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8753,
2020,,95,ID_95,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6783,
2010,,96,ID_96,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3785,
2015,,96,ID_96,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8009,
2020,,96,ID_96,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0812,
2010,,97,ID_97,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6056,
2015,,97,ID_97,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9858,
2020,,97,ID_97,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2504,
2010,,98,ID_98,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7185,
2015,,98,ID_98,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9124,
2020,,98,ID_98,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9357,
2010,,99,ID_99,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4365,
2015,,99,ID_99,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1949,
2020,,99,ID_99,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.919,
2010,,100,ID_100,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8183,
2015,,100,ID_100,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7094,
2020,,100,ID_100,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3082,
2010,,101,ID_101,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.737,
2015,,101,ID_101,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4123,
2020,,101,ID_101,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0514,
2010,,102,ID_102,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8934,
2015,,102,ID_102,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4835,
2020,,102,ID_102,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2171,
2010,,103,ID_103,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1727,
2015,,103,ID_103,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1118,
2020,,103,ID_103,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4462,
2010,,104,ID_104,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4753,
2015,,104,ID_104,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3321,
2020,,104,ID_104,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.236,
2010,,105,ID_105,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4417,
2015,,105,ID_105,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2766,
2020,,105,ID_105,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1556,
2010,,106,ID_106,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3978,
2015,,106,ID_106,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9249,
2020,,106,ID_106,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7709,
2010,,107,ID_107,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3785,
2015,,107,ID_107,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7523,
2020,,107,ID_107,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8442,
2010,,108,ID_108,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3894,
2015,,108,ID_108,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7058,
2020,,108,ID_108,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.235,
2010,,109,ID_109,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3054,
2015,,109,ID_109,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5535,
2020,,109,ID_109,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6862,
2010,,110,ID_110,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1704,
2015,,110,ID_110,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9765,
2020,,110,ID_110,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2812,
2010,,111,ID_111,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3791,
2015,,111,ID_111,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8429,
2020,,111,ID_111,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0358,
2010,,113,ID_113,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1778,
2015,,113,ID_113,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1172,
2020,,113,ID_113,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1242,
2010,,114,ID_114,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7742,
2015,,114,ID_114,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9405,
2020,,114,ID_114,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2334,
2010,,115,ID_115,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7735,
2015,,115,ID_115,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3574,
2020,,115,ID_115,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0338,
2010,,116,ID_116,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9822,
2015,,116,ID_116,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8263,
2020,,116,ID_116,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8047,
2010,,117,ID_117,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0639,
2015,,117,ID_117,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3187,
2020,,117,ID_117,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9285,
2010,,118,ID_118,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6989,
2015,,118,ID_118,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9871,
2020,,118,ID_118,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2272,
2010,,119,ID_119,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.5259,
2015,,119,ID_119,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2071,
2020,,119,ID_119,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0392,
2010,,120,ID_120,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9913,
2015,,120,ID_120,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2832,
2020,,120,ID_120,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3236,
2010,,121,ID_121,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5964,
2015,,121,ID_121,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7863,
2020,,121,ID_121,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7169,
2010,,122,ID_122,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2968,
2015,,122,ID_122,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8637,
2020,,122,ID_122,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9252,
2010,,123,ID_123,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6449,
2015,,123,ID_123,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.187,
2020,,123,ID_123,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6052,
2010,,124,ID_124,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.02,
2015,,124,ID_124,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9482,
2020,,124,ID_124,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7794,
2010,,125,ID_125,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2608,
2015,,125,ID_125,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1216,
2020,,125,ID_125,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9814,
2010,,126,ID_126,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.071,
2015,,126,ID_126,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4538,
2020,,126,ID_126,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9324,
2010,,127,ID_127,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.13,
2015,,127,ID_127,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6394,
2020,,127,ID_127,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7263,
2010,,128,ID_128,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5074,
2015,,128,ID_128,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3239,
2020,,128,ID_128,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1809,
2010,,129,ID_129,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3496,
2015,,129,ID_129,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9399,
2020,,129,ID_129,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.186,
2010,,130,ID_130,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.401,
2015,,130,ID_130,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5131,
2020,,130,ID_130,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.393,
2010,,131,ID_131,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,
2015,,131,ID_131,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9012,
2020,,131,ID_131,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7513,
2010,,132,ID_132,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6297,
2015,,132,ID_132,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9822,
2020,,132,ID_132,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9877,
2010,,133,ID_133,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6492,
2015,,133,ID_133,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6454,
2020,,133,ID_133,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6522,
2010,,134,ID_134,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6852,
2015,,134,ID_134,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2134,
2020,,134,ID_134,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4433,
2010,,135,ID_135,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7085,
2015,,135,ID_135,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7212,
2020,,135,ID_135,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2921,
2010,,136,ID_136,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2234,
2015,,136,ID_136,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0786,
2020,,136,ID_136,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8343,
2010,,137,ID_137,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4584,
2015,,137,ID_137,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4481,
2020,,137,ID_137,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0866,
2010,,138,ID_138,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1475,
2015,,138,ID_138,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2020,,138,ID_138,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2567,
2010,,139,ID_139,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1405,
2015,,139,ID_139,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8429,
2020,,139,ID_139,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5735,
2010,,140,ID_140,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8473,
2015,,140,ID_140,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0396,
2020,,140,ID_140,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1544,
2010,,141,ID_141,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6502,
2015,,141,ID_141,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2979,
2020,,141,ID_141,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4557,
2010,,142,ID_142,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0372,
2015,,142,ID_142,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7934,
2020,,142,ID_142,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1492,
2010,,143,ID_143,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.613,
2015,,143,ID_143,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7632,
2020,,143,ID_143,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7522,
2010,,144,ID_144,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9674,
2015,,144,ID_144,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4709,
2020,,144,ID_144,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9131,
2010,,145,ID_145,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9004,
2015,,145,ID_145,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7296,
2020,,145,ID_145,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2875,
2010,,146,ID_146,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3735,
2015,,146,ID_146,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6818,
2020,,146,ID_146,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.011,
2010,,147,ID_147,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9825,
2015,,147,ID_147,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9216,
2020,,147,ID_147,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5689,
2010,,148,ID_148,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2964,
2015,,148,ID_148,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2433,
2020,,148,ID_148,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6512,
2010,,149,ID_149,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3595,
2015,,149,ID_149,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7524,
2020,,149,ID_149,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4654,
2010,,150,ID_150,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4221,
2015,,150,ID_150,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1603,
2020,,150,ID_150,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1293,
2010,,151,ID_151,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3687,
2015,,151,ID_151,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1204,
2020,,151,ID_151,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0619,
2010,,152,ID_152,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8325,
2015,,152,ID_152,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8433,
2020,,152,ID_152,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4296,
2010,,153,ID_153,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0048,
2015,,153,ID_153,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0208,
2020,,153,ID_153,44,Población con al menos una carencia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3646,
